Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,FlightDate,Effect: Indicated Damage,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Wildlife: Size,Conditions: Sky,Wildlife: Species,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
Airplane,JOHN F KENNEDY INTL,> 1000 ft,EMB-190,1,1,8/20/09 0:00,No damage,2,JETBLUE AIRWAYS,New York,Climb,Medium,No Cloud,Unknown bird - medium,0,"3,000",0,No
Airplane,SEATTLE-TACOMA INTL,> 1000 ft,DHC8 DASH 8,1,1,8/20/09 0:00,No damage,2,HORIZON AIR,Washington,Descent,Medium,No Cloud,Unknown bird - medium,0,"3,000",0,No
Airplane,BISMARCK MUNICIPAL ARPT,< 1000 ft,CL-RJ100/200,1,1,8/20/09 0:00,No damage,2,SKYWEST AIRLINES,North Dakota,Climb,Small,No Cloud,Mourning dove,0,100,0,No
Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,SAAB-340,1,1,8/20/09 0:00,No damage,2,COLGAN AIRWAYS,DC,Take-off run,Small,Some Cloud,Eastern meadowlark,0,0,0,No
Airplane,GULFPORT BILOXI REGIONAL,< 1000 ft,EMB-145,1,1,8/20/09 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Mississippi,Take-off run,Small,Some Cloud,Mourning dove,0,0,0,No
Airplane,ORLANDO SANFORD INTL AIRPORT,< 1000 ft,MD-82,1,1,8/20/09 0:00,No damage,2,ALLEGIANT AIR,Florida,Approach,Small,No Cloud,Unknown bird - small,0,10,0,No
Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,A-319,1,1,8/20/09 0:00,No damage,2,UNITED AIRLINES,DC,Approach,Small,Some Cloud,Unknown bird - small,0,400,0,No
Airplane,VENANGO REGIONAL,< 1000 ft,BE-1900,1,1,8/21/09 0:00,No damage,2,GULFSTREAM INTL AIRLINES,Pennsylvania,Climb,Small,Some Cloud,Unknown bird - small,0,10,0,No
Airplane,NEW ORLEANS INTL,< 1000 ft,B-717-200,1,1,8/21/09 0:00,No damage,2,AIRTRAN AIRWAYS,Louisiana,Take-off run,Small,Some Cloud,Unknown bird - small,0,0,0,No
Airplane,MIAMI INTL,> 1000 ft,B-737-800,1,1,8/21/09 0:00,No damage,2,AMERICAN AIRLINES,Florida,Approach,Medium,No Cloud,Unknown bird - medium,0,"1,100",0,Yes
Airplane,LANCASTER ARPT (PA),> 1000 ft,C-402,1,1,8/21/09 0:00,No damage,2,CAPE AIR,Pennsylvania,Approach,Small,Some Cloud,Unknown bird - small,0,"1,200",0,No
Airplane,MIAMI INTL,> 1000 ft,ATR-72,1,1,8/21/09 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Florida,Climb,Small,No Cloud,Unknown bird - small,0,"5,000",0,No
Airplane,NASHVILLE INTL,> 1000 ft,MD-82,1,1,8/21/09 0:00,No damage,2,AMERICAN AIRLINES,Tennessee,Climb,Small,No Cloud,Unknown bird - small,0,"3,400",0,No
Airplane,CHICAGO MIDWAY INTL ARPT,> 1000 ft,B-737-700,1,1,8/21/09 0:00,No damage,2,SOUTHWEST AIRLINES,Illinois,Approach,Small,Overcast,Unknown bird - small,0,"3,000",0,Yes
Airplane,HAGERSTOWN REGIONAL,< 1000 ft,C-208,1,1,8/21/09 0:00,No damage,1,BUSINESS,Maryland,Landing Roll,Small,Overcast,American kestrel,0,0,0,No
Airplane,DUBOIS REGIONAL ARPT,< 1000 ft,BE-1900,1,1,8/21/09 0:00,No damage,2,GULFSTREAM INTL AIRLINES,Pennsylvania,Take-off run,Small,Some Cloud,European starling,0,0,0,No
Airplane,BALTIMORE WASH INTL,< 1000 ft,B-737-700,1,1,8/21/09 0:00,No damage,2,SOUTHWEST AIRLINES,Maryland,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,Yes
Airplane,TULSA INTL,< 1000 ft,MD-82,1,1,8/21/09 0:00,No damage,2,AMERICAN AIRLINES,Oklahoma,Take-off run,Small,Some Cloud,Mourning dove,0,0,0,No
Airplane,BLUE GRASS ARPT,< 1000 ft,CL-RJ100/200,1,1,8/21/09 0:00,Caused damage,2,ATLANTIC SOUTHEAST,Kentucky,Take-off run,Medium,Overcast,Unknown bird - medium,0,0,0,No
Airplane,BALTIMORE WASH INTL,< 1000 ft,B-737-700,1,1,8/21/09 0:00,Caused damage,2,SOUTHWEST AIRLINES,Maryland,Approach,Small,Some Cloud,House sparrow,0,500,0,Yes
Airplane,EPPLEY AIRFIELD,> 1000 ft,A-319,1,1,8/21/09 0:00,No damage,2,FRONTIER AIRLINES,Nebraska,Approach,Medium,No Cloud,Unknown bird - medium,0,"3,000",0,No
Airplane,SACRAMENTO INTL,< 1000 ft,A-318,1,1,8/22/09 0:00,No damage,2,FRONTIER AIRLINES,California,Approach,Large,No Cloud,Unknown bird - large,0,"1,000",0,No
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,CL-RJ700,1,1,8/22/09 0:00,No damage,2,COMAIR AIRLINES,Kentucky,Landing Roll,Small,Overcast,Unknown bird - small,0,0,0,No
Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,B-737-800,1,1,8/22/09 0:00,No damage,2,AMERICAN AIRLINES,DC,Approach,Small,No Cloud,Unknown bird - small,0,50,0,Yes
Airplane,CHICAGO MIDWAY INTL ARPT,> 1000 ft,B-737-700,1,1,8/22/09 0:00,No damage,2,SOUTHWEST AIRLINES,Illinois,Approach,Small,Some Cloud,Unknown bird - small,0,"2,500",0,Yes
Airplane,DENVER INTL AIRPORT,< 1000 ft,A-319,1,1,8/22/09 0:00,No damage,2,FRONTIER AIRLINES,Colorado,Landing Roll,Large,No Cloud,Coyote,0,0,0,No
Airplane,THEODORE FRANCIS GREEN STATE,< 1000 ft,CL-RJ100/200,1,1,8/22/09 0:00,No damage,2,AIR WISCONSIN AIRLINES,Rhode Island,Climb,Small,Some Cloud,European starling,0,25,0,No
Airplane,ELMIRA/CORNING MUNICIPAL,< 1000 ft,CL-RJ100/200,1,1,8/22/09 0:00,No damage,2,AIR WISCONSIN AIRLINES,New York,Take-off run,Small,Some Cloud,American kestrel,0,0,0,No
Airplane,LOGAN INTL,< 1000 ft,EMB-190,1,1,8/22/09 0:00,No damage,2,JETBLUE AIRWAYS,Massachusetts,Approach,Large,Some Cloud,Unknown bird - large,0,300,0,No
Airplane,LOVELL FIELD ARPT,< 1000 ft,HAWKER 800,1,1,8/22/09 0:00,No damage,2,BUSINESS,Tennessee,Landing Roll,Small,No Cloud,Mourning dove,0,0,0,No
Airplane,KANSAS CITY INTL,< 1000 ft,B-737-700,1,1,8/22/09 0:00,No damage,2,SOUTHWEST AIRLINES,Missouri,Landing Roll,Small,No Cloud,Barn swallow,0,0,0,Yes
Airplane,LAGUARDIA NY,< 1000 ft,B-757-200,1,1,8/22/09 0:00,No damage,2,AMERICAN AIRLINES,New York,Approach,Small,Some Cloud,Rock pigeon,0,100,0,Yes
Airplane,SIOUX GATEWAY ARPT,< 1000 ft,CITATION X,1,1,8/23/09 0:00,No damage,2,BUSINESS,Iowa,Approach,Small,No Cloud,Unknown bird - small,0,200,0,No
Airplane,NEW ORLEANS INTL,< 1000 ft,B-737-300,1,1,8/23/09 0:00,No damage,2,CONTINENTAL AIRLINES,Louisiana,Approach,Small,No Cloud,Unknown bird - small,0,250,0,Yes
Airplane,ORLANDO INTL,< 1000 ft,B-737-300,1,1,8/23/09 0:00,No damage,2,SOUTHWEST AIRLINES,Florida,Approach,Small,No Cloud,Unknown bird - small,0,300,0,Yes
Airplane,JAMES M COX DAYTON INTL,< 1000 ft,B-717-200,1,1,8/23/09 0:00,No damage,2,AIRTRAN AIRWAYS,Ohio,Approach,Small,No Cloud,Unknown bird - small,0,50,0,No
Airplane,BALTIMORE WASH INTL,< 1000 ft,B-737-300,1,1,8/23/09 0:00,No damage,2,SOUTHWEST AIRLINES,Maryland,Approach,Small,Some Cloud,Unknown bird - small,0,"1,000",0,Yes
Airplane,BALTIMORE WASH INTL,< 1000 ft,C-402,1,1,8/23/09 0:00,No damage,2,CAPE AIR,Maryland,Approach,Small,No Cloud,Unknown bird - small,0,500,0,No
Airplane,PORTLAND INTL (OR),< 1000 ft,B-737-300,1,1,8/23/09 0:00,No damage,2,SOUTHWEST AIRLINES,Oregon,Approach,Small,Some Cloud,Unknown bird - small,0,"1,000",0,Yes
Airplane,ST. PAUL DOWNTOWN ARPT,< 1000 ft,CITATION,1,1,8/23/09 0:00,No damage,2,UNKNOWN,Minnesota,Landing Roll,Medium,No Cloud,Ring-billed gull,0,0,0,No
Airplane,GREATER PEORIA REGIONAL ARPT,< 1000 ft,EMB-145,1,1,8/23/09 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Illinois,Approach,Small,No Cloud,Mourning dove,0,20,0,No
Airplane,CLEVELAND-HOPKINS INTL ARPT,< 1000 ft,EMB-145,1,1,8/23/09 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Landing Roll,Small,Overcast,Killdeer,0,0,0,No
Airplane,PHILADELPHIA INTL,< 1000 ft,B-737-900,1,1,8/23/09 0:00,No damage,2,CONTINENTAL AIRLINES,Pennsylvania,Landing Roll,Small,No Cloud,Brown-headed cowbird,0,0,0,Yes
Airplane,KANSAS CITY INTL,< 1000 ft,B-737-300,1,1,8/23/09 0:00,No damage,2,SOUTHWEST AIRLINES,Missouri,Take-off run,Small,No Cloud,Cliff swallow,0,0,0,Yes
Airplane,ORLANDO INTL,< 1000 ft,B-737-700,1,1,8/24/09 0:00,No damage,2,SOUTHWEST AIRLINES,Florida,Approach,Medium,No Cloud,Unknown bird - medium,0,800,0,Yes
Airplane,LAGUARDIA NY,< 1000 ft,B-737-700,1,1,8/24/09 0:00,No damage,2,SOUTHWEST AIRLINES,New York,Approach,Small,No Cloud,Unknown bird - small,0,400,0,Yes
Airplane,SALT LAKE CITY INTL,< 1000 ft,B-737-300,1,1,8/24/09 0:00,No damage,2,SOUTHWEST AIRLINES,Utah,Landing Roll,Small,Some Cloud,Unknown bird - small,0,0,0,Yes
Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,A-330,1,1,8/24/09 0:00,No damage,2,DELTA AIR LINES,Michigan,Landing Roll,Large,Some Cloud,Unknown bird - large,0,0,0,No
Airplane,KANSAS CITY INTL,< 1000 ft,B-737-700,1,1,8/24/09 0:00,No damage,2,SOUTHWEST AIRLINES,Missouri,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,Yes
Airplane,PHILADELPHIA INTL,> 1000 ft,B-737-700,1,1,8/24/09 0:00,No damage,2,SOUTHWEST AIRLINES,Pennsylvania,Approach,Small,No Cloud,Unknown bird - small,0,"2,500",0,Yes
Airplane,BALTIMORE WASH INTL,< 1000 ft,B-737-700,1,1,8/24/09 0:00,No damage,2,SOUTHWEST AIRLINES,Maryland,Climb,Medium,No Cloud,Ring-billed gull,0,50,0,Yes
Airplane,DES MOINES INTL,< 1000 ft,CITATION X,1,1,8/24/09 0:00,No damage,2,BUSINESS,Iowa,Landing Roll,Small,No Cloud,Rock pigeon,0,0,0,No
Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,CL-RJ100/200,1,1,8/24/09 0:00,No damage,2,PINNACLE,Michigan,Landing Roll,Small,Some Cloud,Barn swallow,0,0,0,No
Airplane,LEHIGH VALLEY INTL,< 1000 ft,B-727-200,1,1,8/24/09 0:00,No damage,3,FEDEX EXPRESS,Pennsylvania,Climb,Small,No Cloud,Killdeer,0,50,0,No
Airplane,ALBUQUERQUE INTL,< 1000 ft,A-319,1,1,8/24/09 0:00,Caused damage,2,US AIRWAYS,New Mexico,Approach,Small,Some Cloud,Unknown bird - small,0,"1,000",0,No
Airplane,MEMPHIS INTL,< 1000 ft,MD-80,1,1,8/24/09 0:00,No damage,2,AMERICAN AIRLINES,Tennessee,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,FORT LAUDERDALE EXECUTIVE ARPT,< 1000 ft,C-152,1,1,8/25/09 0:00,No damage,1,BUSINESS,Florida,Take-off run,Small,Some Cloud,Blackbirds,0,0,0,No
Airplane,CHICAGO MIDWAY INTL ARPT,< 1000 ft,B-737-700,1,1,8/25/09 0:00,No damage,2,SOUTHWEST AIRLINES,Illinois,Approach,Medium,No Cloud,Unknown bird - medium,0,"1,000",0,Yes
Airplane,ATLANTA INTL,< 1000 ft,B-757-200,1,1,8/25/09 0:00,No damage,2,DELTA AIR LINES,Georgia,Approach,Small,No Cloud,Unknown bird - small,0,500,0,Yes
Airplane,HOUSTON-HOBBY,< 1000 ft,B-737-700,1,1,8/25/09 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Climb,Small,No Cloud,Unknown bird - small,0,35,0,Yes
Airplane,CHICAGO MIDWAY INTL ARPT,< 1000 ft,B-737-300,1,1,8/25/09 0:00,No damage,2,SOUTHWEST AIRLINES,Illinois,Landing Roll,Small,No Cloud,American kestrel,0,0,0,Yes
Airplane,NEW ORLEANS INTL,< 1000 ft,B-737-300,1,1,8/25/09 0:00,No damage,2,CONTINENTAL AIRLINES,Louisiana,Approach,Small,Some Cloud,Unknown bird - small,0,100,0,Yes
Airplane,DENVER INTL AIRPORT,> 1000 ft,A-318,1,1,8/25/09 0:00,No damage,2,FRONTIER AIRLINES,Colorado,Approach,Medium,Some Cloud,Unknown bird - medium,0,"8,500",0,No
Airplane,DENVER INTL AIRPORT,> 1000 ft,B-737-300,1,1,8/25/09 0:00,No damage,2,SOUTHWEST AIRLINES,Colorado,Approach,Small,No Cloud,Unknown bird - small,0,"1,500",0,Yes
Airplane,BETHEL ARPT,< 1000 ft,B-737-400,1,1,8/25/09 0:00,No damage,2,ALASKA AIRLINES,Alaska,Approach,Medium,Some Cloud,Common raven,0,25,0,Yes
Airplane,SOUTH BEND REGIONAL,< 1000 ft,LEARJET-31,1,1,8/25/09 0:00,No damage,2,BUSINESS,Indiana,Take-off run,Small,No Cloud,American kestrel,0,0,0,No
Airplane,NEW ORLEANS INTL,< 1000 ft,EMB-170,1,1,8/25/09 0:00,No damage,2,REPUBLIC AIRLINES,Louisiana,Take-off run,Small,No Cloud,Rock pigeon,0,0,0,No
Airplane,RALEIGH-DURHAM INTL,< 1000 ft,CL-RJ100/200,1,1,8/26/09 0:00,No damage,2,AIR WISCONSIN AIRLINES,North Carolina,Landing Roll,Small,Some Cloud,Unknown bird - small,0,0,0,No
Airplane,ONTARIO INTL ARPT,< 1000 ft,B-737-700,1,1,8/26/09 0:00,No damage,2,SOUTHWEST AIRLINES,California,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,Yes
Airplane,THEODORE FRANCIS GREEN STATE,< 1000 ft,B-737-700,1,1,8/26/09 0:00,No damage,2,SOUTHWEST AIRLINES,Rhode Island,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,Yes
Airplane,HOUSTON-HOBBY,< 1000 ft,B-737-300,1,1,8/26/09 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,Yes
Airplane,RICHMOND INTL,< 1000 ft,MD-88,1,1,8/26/09 0:00,No damage,2,DELTA AIR LINES,Virginia,Approach,Small,No Cloud,Unknown bird - small,0,500,0,No
Airplane,TED STEVENS ANCHORAGE INTL,< 1000 ft,A-320,1,1,8/26/09 0:00,No damage,2,US AIRWAYS,Alaska,Approach,Medium,Some Cloud,Unknown bird - medium,0,75,0,No
Airplane,IDAHO FALLS REGIONAL ARPT,< 1000 ft,SA227 AC METRO III,1,1,8/26/09 0:00,No damage,2,AMERIFLIGHT,Idaho,Landing Roll,Small,No Cloud,Mourning dove,0,0,0,No
Airplane,NEW ORLEANS INTL,< 1000 ft,B-737-500,1,1,8/26/09 0:00,No damage,2,SOUTHWEST AIRLINES,Louisiana,Approach,Small,Overcast,Unknown bird - small,0,400,0,Yes
Airplane,KANSAS CITY INTL,< 1000 ft,B-737-700,1,1,8/26/09 0:00,No damage,2,SOUTHWEST AIRLINES,Missouri,Climb,Small,Some Cloud,Unknown bird - small,0,20,0,Yes
Airplane,SEATTLE-TACOMA INTL,< 1000 ft,B-737-700,1,1,8/26/09 0:00,No damage,2,SOUTHWEST AIRLINES,Washington,Landing Roll,Small,Some Cloud,Unknown bird - small,0,0,0,Yes
Airplane,LONG ISLAND MAC ARTHUR,< 1000 ft,B-737-300,1,1,8/26/09 0:00,No damage,2,SOUTHWEST AIRLINES,New York,Take-off run,Small,Some Cloud,Unknown bird - small,0,0,0,Yes
Airplane,GREATER PITTSBURGH,> 1000 ft,EMB-170,1,1,8/26/09 0:00,No damage,2,REPUBLIC AIRLINES,Pennsylvania,Approach,Small,Some Cloud,Unknown bird - small,0,"2,600",0,No
Airplane,SEATTLE-TACOMA INTL,< 1000 ft,B-737-800,1,1,8/26/09 0:00,No damage,2,ALASKA AIRLINES,Washington,Landing Roll,Large,Some Cloud,Coyote,0,0,0,Yes
Airplane,LEHIGH VALLEY INTL,< 1000 ft,CL-RJ700,1,1,8/26/09 0:00,No damage,2,ATLANTIC SOUTHEAST,Pennsylvania,Take-off run,Medium,Some Cloud,Red-tailed hawk,0,0,0,No
Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,CL-RJ100/200,1,1,8/26/09 0:00,No damage,2,PINNACLE,Michigan,Landing Roll,Small,Overcast,Barn swallow,0,0,0,No
Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,A-320,1,1,8/26/09 0:00,No damage,2,NORTHWEST AIRLINES,Michigan,Landing Roll,Small,Overcast,Barn swallow,0,0,0,No
Airplane,MCCARREN INTL,> 1000 ft,A-319,1,1,8/26/09 0:00,Caused damage,2,UNITED AIRLINES,Nevada,Approach,Medium,Some Cloud,Unknown bird - medium,0,"5,900",0,No
Airplane,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,A-318,1,1,8/27/09 0:00,No damage,2,FRONTIER AIRLINES,Minnesota,Climb,Small,No Cloud,European starling,0,83,0,No
Airplane,CHICAGO MIDWAY INTL ARPT,> 1000 ft,A-319,1,1,8/27/09 0:00,No damage,2,FRONTIER AIRLINES,Illinois,Approach,Small,Overcast,Unknown bird - small,0,"1,500",0,No
Airplane,EPPLEY AIRFIELD,< 1000 ft,MD-82,1,1,8/27/09 0:00,No damage,2,AMERICAN AIRLINES,Nebraska,Approach,Small,Overcast,Unknown bird - small,0,100,0,No
Airplane,DALLAS LOVE FIELD ARPT,< 1000 ft,B-737-300,1,1,8/27/09 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Approach,Small,Some Cloud,Unknown bird - small,0,500,0,Yes
Airplane,PHILADELPHIA INTL,< 1000 ft,CL-RJ100/200,1,1,8/27/09 0:00,No damage,2,AIR WISCONSIN AIRLINES,Pennsylvania,Approach,Medium,No Cloud,Unknown bird - medium,0,175,0,No
Airplane,ALBANY INTL,< 1000 ft,EMB-170,1,1,8/27/09 0:00,No damage,2,REPUBLIC AIRLINES,New York,Approach,Medium,No Cloud,Unknown bird - medium,0,200,0,No
Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,B-737-800,1,1,8/27/09 0:00,No damage,2,AMERICAN AIRLINES,DC,Climb,Small,No Cloud,Unknown bird - small,0,100,0,Yes
Airplane,AUSTIN-BERGSTROM INTL,> 1000 ft,B-737-700,1,1,8/27/09 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Approach,Medium,Some Cloud,Unknown bird - medium,0,"3,000",0,Yes
Airplane,SALT LAKE CITY INTL,> 1000 ft,CL-RJ100/200,1,1,8/27/09 0:00,No damage,2,SKYWEST AIRLINES,Utah,Climb,Small,No Cloud,Unknown bird - small,0,"1,250",0,No
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,> 1000 ft,A-320,1,1,8/27/09 0:00,No damage,2,USA 3000,Kentucky,Approach,Small,No Cloud,Unknown bird - small,0,"2,000",0,No
Airplane,PORTLAND INTL (OR),> 1000 ft,B-737-700,1,1,8/27/09 0:00,No damage,2,SOUTHWEST AIRLINES,Oregon,Approach,Small,No Cloud,Unknown bird - small,0,"3,000",0,Yes
Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,EMB-190,1,1,8/27/09 0:00,No damage,2,JETBLUE AIRWAYS,Florida,Climb,Large,Some Cloud,Great blue heron,0,100,0,No
Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,A-320,1,1,8/27/09 0:00,No damage,2,NORTHWEST AIRLINES,Florida,Take-off run,Small,Some Cloud,European starling,0,0,0,No
Airplane,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,CL-RJ100/200,1,1,8/27/09 0:00,No damage,2,MESABA AIRLINES,Minnesota,Landing Roll,Small,Some Cloud,Pectoral sandpiper,0,0,0,No
Airplane,LONG BEACH-DAUGH FLD,< 1000 ft,A-320,1,1,8/27/09 0:00,No damage,2,JETBLUE AIRWAYS,California,Take-off run,Small,No Cloud,Mourning dove,0,0,0,No
Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,CL-RJ900,1,1,8/27/09 0:00,Caused damage,2,COMAIR AIRLINES,DC,Climb,Large,Some Cloud,Unknown bird - large,0,200,0,No
Airplane,GEORGE BUSH INTERCONTINENTAL,< 1000 ft,B-737-900,1,1,8/27/09 0:00,Caused damage,2,CONTINENTAL AIRLINES,Texas,Landing Roll,Small,No Cloud,Barn swallow,0,0,0,Yes
Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,EMB-145,1,1,8/27/09 0:00,No damage,2,CHAUTAUQUA AIRLINES,DC,Approach,Large,Some Cloud,Canada goose,0,25,0,No
Airplane,KANSAS CITY INTL,< 1000 ft,MD-88,1,1,8/28/09 0:00,No damage,2,DELTA AIR LINES,Missouri,Approach,Small,No Cloud,Unknown bird - small,0,700,0,No
Airplane,LONG ISLAND MAC ARTHUR,< 1000 ft,C-172,1,1,8/28/09 0:00,No damage,1,PRIVATELY OWNED,New York,Take-off run,Small,Some Cloud,Unknown bird - small,0,0,0,No
Airplane,DES MOINES INTL,< 1000 ft,EMB-170,1,1,8/28/09 0:00,No damage,2,SHUTTLE AMERICA,Iowa,Landing Roll,Small,No Cloud,Killdeer,0,0,0,No
Airplane,ONTARIO INTL ARPT,< 1000 ft,B-737-300,1,1,8/28/09 0:00,No damage,2,SOUTHWEST AIRLINES,California,Approach,Small,No Cloud,Unknown bird - small,0,250,0,Yes
Airplane,HOUSTON-HOBBY,< 1000 ft,B-737-500,1,1,8/28/09 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Take-off run,Small,Some Cloud,Unknown bird - small,0,0,0,Yes
Airplane,ATLANTA INTL,< 1000 ft,B-767-300,1,1,8/28/09 0:00,No damage,2,DELTA AIR LINES,Georgia,Landing Roll,Small,Some Cloud,Unknown bird - small,0,0,0,Yes
Airplane,MCCARREN INTL,> 1000 ft,B-737-700,1,1,8/28/09 0:00,No damage,2,SOUTHWEST AIRLINES,Nevada,Descent,Small,No Cloud,Unknown bird - small,0,"13,500",0,Yes
Airplane,CHICAGO MIDWAY INTL ARPT,> 1000 ft,B-737-700,1,1,8/28/09 0:00,No damage,2,SOUTHWEST AIRLINES,Illinois,Climb,Small,No Cloud,Unknown bird - small,0,"3,000",0,Yes
Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,< 1000 ft,B-737-800,1,1,8/28/09 0:00,No damage,2,DELTA AIR LINES,Florida,Take-off run,Small,Some Cloud,Common grackle,0,0,0,Yes
Airplane,LOGAN INTL,< 1000 ft,EMB-170,1,1,8/28/09 0:00,No damage,2,AIR CANADA,Massachusetts,Landing Roll,Small,Some Cloud,Whimbrel,0,0,0,No
Airplane,FRANCIS S GABRESKI ARPT,< 1000 ft,DA-900,1,1,8/28/09 0:00,Caused damage,3,BUSINESS,New York,Climb,Large,Overcast,Canada goose,"15,812",5,0,No
Airplane,LAMBERT-ST LOUIS INTL,< 1000 ft,B-737-700,1,1,8/29/09 0:00,No damage,2,SOUTHWEST AIRLINES,Missouri,Approach,Medium,Some Cloud,Unknown bird - medium,0,500,0,Yes
Airplane,BUFFALO-NIAGARA INTL,< 1000 ft,B-737-300,1,1,8/29/09 0:00,No damage,2,SOUTHWEST AIRLINES,New York,Approach,Small,No Cloud,Unknown bird - small,0,10,0,Yes
Airplane,MIAMI INTL,< 1000 ft,B-737-800,1,1,8/29/09 0:00,No damage,2,AMERICAN AIRLINES,Florida,Climb,Small,Some Cloud,Unknown bird - small,0,10,0,Yes
Airplane,MYRTLE BEACH INTL,< 1000 ft,MD-83,1,1,8/29/09 0:00,No damage,2,FALCON AIR EXPRESS,South Carolina,Landing Roll,Large,Some Cloud,Coyote,0,0,0,No
Airplane,LOUISVILLE INTL ARPT,< 1000 ft,MD-82,1,1,8/29/09 0:00,No damage,2,AMERICAN AIRLINES,Kentucky,Approach,Medium,No Cloud,Unknown bird - medium,0,350,0,No
Airplane,CHICAGO O'HARE INTL ARPT,< 1000 ft,MD-82,1,1,8/30/09 0:00,No damage,2,AMERICAN AIRLINES,Illinois,Approach,Medium,No Cloud,Unknown bird - medium,0,200,0,No
Airplane,RENO TAHOE INTL,< 1000 ft,B-737-700,1,1,8/30/09 0:00,No damage,2,SOUTHWEST AIRLINES,Nevada,Approach,Medium,No Cloud,Unknown bird - medium,0,800,0,Yes
Airplane,EPPLEY AIRFIELD,< 1000 ft,CL-RJ100/200,1,1,8/30/09 0:00,No damage,2,MESABA AIRLINES,Nebraska,Take-off run,Small,Some Cloud,Meadowlarks,0,0,0,No
Airplane,PHILADELPHIA INTL,< 1000 ft,B-737-700,1,1,8/30/09 0:00,No damage,2,SOUTHWEST AIRLINES,Pennsylvania,Approach,Small,No Cloud,Unknown bird - small,0,300,0,Yes
Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,EMB-170,1,1,8/30/09 0:00,No damage,2,REPUBLIC AIRLINES,DC,Approach,Medium,Some Cloud,Unknown bird - medium,0,"1,000",0,No
Airplane,KEY WEST INTL ARPT,< 1000 ft,BE-1900,1,1,8/30/09 0:00,No damage,2,GULFSTREAM INTL AIRLINES,Florida,Approach,Small,Some Cloud,Unknown bird - small,0,100,0,No
Airplane,SEATTLE-TACOMA INTL,< 1000 ft,B-737-800,1,1,8/30/09 0:00,No damage,2,ALASKA AIRLINES,Washington,Climb,Small,Some Cloud,Unknown bird - small,0,150,0,Yes
Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,B-737-800,1,1,8/30/09 0:00,No damage,2,CONTINENTAL AIRLINES,New Jersey,Approach,Small,No Cloud,Unknown bird - small,0,50,0,Yes
Airplane,SAN ANTONIO INTL,> 1000 ft,B-737-500,1,1,8/30/09 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Climb,Medium,No Cloud,Unknown bird - medium,0,"6,000",0,Yes
Airplane,MINETA SAN JOSE INTL,> 1000 ft,B-737-700,1,1,8/30/09 0:00,No damage,2,SOUTHWEST AIRLINES,California,Climb,Medium,No Cloud,Unknown bird - medium,0,"2,000",0,Yes
Airplane,DALLAS LOVE FIELD ARPT,> 1000 ft,B-737-700,1,1,8/30/09 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Approach,Small,No Cloud,Unknown bird - small,0,"4,000",0,Yes
Airplane,SOUTHWEST FLORIDA INTL ARPT,> 1000 ft,B-717-200,1,1,8/30/09 0:00,No damage,2,AIRTRAN AIRWAYS,Florida,Approach,Large,Some Cloud,Turkey vulture,0,"4,000",0,No
