Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,FlightDate,Effect: Indicated Damage,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Wildlife: Size,Conditions: Sky,Wildlife: Species,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
Airplane,INDIANAPOLIS INTL,< 1000 ft,A-300,1,1,08-10-2009,No damage,2,FEDEX EXPRESS,Indiana,Approach,Small,No Cloud,Killdeer,0,50,0,No
Airplane,KANSAS CITY INTL,< 1000 ft,B-737-300,1,1,08-10-2009,No damage,2,SOUTHWEST AIRLINES,Missouri,Landing Roll,Small,Some Cloud,Cliff swallow,0,0,0,Yes
Airplane,AUSTIN-BERGSTROM INTL,< 1000 ft,A-319,1,1,08-10-2009,No damage,2,FRONTIER AIRLINES,Texas,Climb,Small,Some Cloud,Unknown bird - small,0,200,0,No
Airplane,CRAIG MUNICIPAL ARPT,< 1000 ft,C-182 SKYLAN,1,1,08-10-2009,No damage,1,BUSINESS,Florida,Climb,Medium,No Cloud,Unknown bird - medium,0,200,0,No
Airplane,DAYTONA BEACH INTL,< 1000 ft,PA-28,1,1,08-11-2009,No damage,1,BUSINESS,Florida,Climb,Small,No Cloud,Unknown bird - small,99,15,0,No
Airplane,FORT WAYNE INTL,< 1000 ft,B-727-200,1,1,08-11-2009,No damage,3,FEDEX EXPRESS,Indiana,Landing Roll,Large,Some Cloud,Unknown bird - large,0,0,0,No
Airplane,SACRAMENTO MATHER ARPT,< 1000 ft,C-172,1,1,08-11-2009,No damage,1,BUSINESS,California,Landing Roll,Small,No Cloud,Barn owl,0,0,0,No
Airplane,GILLETTE CAMPBELL CO,< 1000 ft,BE-1900,1,1,08-11-2009,No damage,2,GREAT LAKES AIRLINES,Wyoming,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,MOBILE REGIONAL,< 1000 ft,CL-RJ100/200,1,1,08-11-2009,No damage,2,PINNACLE,Alabama,Climb,Small,Some Cloud,Unknown bird - small,0,1,0,No
Airplane,MANCHESTER AIRPORT,< 1000 ft,B-737-700,1,1,08-11-2009,No damage,2,SOUTHWEST AIRLINES,New Hampshire,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,Yes
Airplane,WILL ROGERS WORLD ARPT,< 1000 ft,A-319,1,1,08-11-2009,No damage,2,FRONTIER AIRLINES,Oklahoma,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,KANSAS CITY INTL,< 1000 ft,B-737-500,1,1,08-11-2009,No damage,2,SOUTHWEST AIRLINES,Missouri,Climb,Small,No Cloud,Unknown bird - small,0,50,0,Yes
Airplane,PHOENIX SKY HARBOR,> 1000 ft,CL-RJ100/200,1,1,08-11-2009,No damage,2,SKYWEST AIRLINES,Arizona,Approach,Small,No Cloud,Unknown bird - small,0,"1,800",0,No
Airplane,PORT COLUMBUS INTL,> 1000 ft,B-717-200,1,1,08-11-2009,No damage,2,AIRTRAN AIRWAYS,Ohio,Approach,Small,No Cloud,Unknown bird - small,0,"3,000",0,No
Airplane,LONG BEACH-DAUGH FLD,< 1000 ft,BE-200 KING,1,1,08-11-2009,No damage,2,GOVERNMENT,California,Approach,Small,No Cloud,Rock pigeon,0,200,0,No
Airplane,SAN ANTONIO INTL,< 1000 ft,B-737-300,1,1,08-11-2009,No damage,2,SOUTHWEST AIRLINES,Texas,Approach,Small,No Cloud,Unknown bird - small,0,300,0,Yes
Airplane,PHILADELPHIA INTL,< 1000 ft,A-319,1,1,08-11-2009,No damage,2,US AIRWAYS,Pennsylvania,Take-off run,Small,Some Cloud,Tree swallow,0,0,0,No
Airplane,PHILADELPHIA INTL,< 1000 ft,B-737-300,1,1,08-11-2009,No damage,2,SOUTHWEST AIRLINES,Pennsylvania,Take-off run,Small,Some Cloud,Barn swallow,0,0,0,Yes
Airplane,HONOLULU INTL ARPT,< 1000 ft,B-757-200,1,1,08-11-2009,No damage,2,DELTA AIR LINES,Hawaii,Take-off run,Small,Some Cloud,Sky lark,0,0,0,Yes
Airplane,SALT LAKE CITY INTL,< 1000 ft,MD-82,1,1,08-11-2009,No damage,2,AMERICAN AIRLINES,Utah,Approach,Small,No Cloud,Brazilian free-tailed bat,0,25,0,No
Airplane,LUIS MUNOZ MARIN INTL -SAN JUAN,< 1000 ft,EMB-190,1,1,08-12-2009,No damage,2,JETBLUE AIRWAYS,Puerto Rico,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,GEORGE BUSH INTERCONTINENTAL,< 1000 ft,B-737-800,1,1,08-12-2009,No damage,2,CONTINENTAL AIRLINES,Texas,Take-off run,Small,No Cloud,Mourning dove,0,0,0,Yes
Airplane,LIHUE ARPT,< 1000 ft,B-717-200,1,1,08-12-2009,No damage,2,HAWAIIAN AIR,Hawaii,Take-off run,Small,Overcast,Unknown bird - small,0,0,0,No
Airplane,BALTIMORE WASH INTL,> 1000 ft,B-737-700,1,1,08-12-2009,No damage,2,SOUTHWEST AIRLINES,Maryland,Approach,Medium,Some Cloud,Unknown bird - medium,0,"2,400",0,Yes
Airplane,CHICAGO O'HARE INTL ARPT,< 1000 ft,MD-80,1,1,08-12-2009,No damage,2,AMERICAN AIRLINES,Illinois,Landing Roll,Small,No Cloud,American kestrel,0,0,0,No
Airplane,KAPALUA ARPT,< 1000 ft,DHC8 DASH 8,1,1,08-12-2009,No damage,2,ISLAND AIR,Hawaii,Take-off run,Medium,Some Cloud,Black francolin,0,0,0,No
Airplane,GEORGE BUSH INTERCONTINENTAL,< 1000 ft,B-757-300,1,1,08-12-2009,No damage,2,CONTINENTAL AIRLINES,Texas,Landing Roll,Small,No Cloud,Rock pigeon,0,0,0,Yes
Airplane,ADAMS FIELD ARPT,< 1000 ft,MD-88,1,1,08-12-2009,No damage,2,DELTA AIR LINES,Arkansas,Take-off run,Small,Some Cloud,Meadowlarks,0,0,0,No
Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,B-757-200,1,1,08-12-2009,No damage,2,NORTHWEST AIRLINES,Michigan,Landing Roll,Small,Some Cloud,European starling,0,0,0,Yes
Airplane,EVANSVILLE REGIONAL,< 1000 ft,SAAB-340,1,1,08-12-2009,No damage,2,MESABA AIRLINES,Indiana,Landing Roll,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,> 1000 ft,CL-RJ100/200,1,1,08-12-2009,Caused damage,2,PSA AIRLINES,North Carolina,Approach,Small,Overcast,Unknown bird - small,0,"3,000",0,No
Airplane,ATLANTA INTL,< 1000 ft,A-319,1,1,08-12-2009,No damage,2,FRONTIER AIRLINES,Georgia,Approach,Small,No Cloud,Unknown bird - small,0,"1,000",0,No
Airplane,HOUSTON-HOBBY,> 1000 ft,B-737-300,1,1,8/13/09 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Descent,Small,Some Cloud,Unknown bird - small,0,"8,000",0,Yes
Airplane,LOUISVILLE INTL ARPT,< 1000 ft,MD-11,1,1,8/13/09 0:00,No damage,3,UPS AIRLINES,Kentucky,Approach,Small,No Cloud,Unknown bird - small,0,300,0,No
Airplane,PALM BEACH INTL,< 1000 ft,EMB-190,1,1,8/13/09 0:00,No damage,2,JETBLUE AIRWAYS,Florida,Take-off run,Small,Some Cloud,Unknown bird - small,0,0,0,No
Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,A-319,1,1,8/13/09 0:00,No damage,2,US AIRWAYS,DC,Approach,Small,Some Cloud,Unknown bird - small,0,200,0,No
Airplane,NASHVILLE INTL,> 1000 ft,B-737-700,1,1,8/13/09 0:00,No damage,2,SOUTHWEST AIRLINES,Tennessee,Climb,Medium,No Cloud,Unknown bird - medium,0,"4,000",0,Yes
Airplane,CUYAHOGA COUNTY ARPT,< 1000 ft,HAWKER 800,1,1,8/13/09 0:00,No damage,2,BUSINESS,Ohio,Landing Roll,Medium,Some Cloud,Unknown bird - medium,0,0,0,No
Airplane,SOUTH BEND REGIONAL,< 1000 ft,CL-RJ100/200,1,1,8/13/09 0:00,No damage,2,PINNACLE,Indiana,Landing Roll,Small,No Cloud,Killdeer,0,0,0,No
Airplane,KAPALUA ARPT,< 1000 ft,PA-31 NAVAJO,1,1,8/13/09 0:00,No damage,2,BUSINESS,Hawaii,Take-off run,Small,Some Cloud,Spotted dove,0,0,0,No
Airplane,KAPALUA ARPT,< 1000 ft,DHC8 DASH 8,1,1,8/13/09 0:00,No damage,2,ISLAND AIR,Hawaii,Landing Roll,Small,Some Cloud,Spotted dove,0,0,0,No
Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,A-320,1,1,8/13/09 0:00,No damage,2,NORTHWEST AIRLINES,Michigan,Landing Roll,Small,No Cloud,European starling,0,0,0,No
Airplane,SALT LAKE CITY INTL,< 1000 ft,MD-82,1,1,8/13/09 0:00,No damage,2,AMERICAN AIRLINES,Utah,Take-off run,Small,Some Cloud,Barn swallow,0,0,0,No
Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,B-737-400,1,1,8/13/09 0:00,No damage,2,US AIRWAYS,Florida,Landing Roll,Small,Some Cloud,European starling,0,0,0,Yes
Airplane,INDIANAPOLIS INTL,< 1000 ft,EMB-190,1,1,8/14/09 0:00,No damage,2,US AIRWAYS,Indiana,Take-off run,Small,No Cloud,Killdeer,0,0,0,No
Airplane,ORLANDO INTL,< 1000 ft,B-737-300,1,1,8/14/09 0:00,No damage,2,SOUTHWEST AIRLINES,Florida,Landing Roll,Medium,Overcast,Unknown bird - medium,0,0,0,Yes
Airplane,KAPALUA ARPT,< 1000 ft,DHC8 DASH 8,1,1,8/14/09 0:00,No damage,2,ISLAND AIR,Hawaii,Climb,Small,Some Cloud,Unknown bird - small,0,100,0,No
Airplane,KANSAS CITY INTL,< 1000 ft,B-737-700,1,1,8/14/09 0:00,No damage,2,SOUTHWEST AIRLINES,Missouri,Approach,Small,No Cloud,Unknown bird - small,0,"1,000",0,Yes
Airplane,MAHLON SWEET FLD,< 1000 ft,DC-9,1,1,8/14/09 0:00,No damage,2,ALLEGIANT AIR,Oregon,Climb,Small,Some Cloud,Unknown bird - small,0,600,0,No
Airplane,SAN ANTONIO INTL,> 1000 ft,B-737-700,1,1,8/14/09 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Climb,Small,No Cloud,Unknown bird - small,0,"3,000",0,Yes
Airplane,DENVER INTL AIRPORT,> 1000 ft,A-319,1,1,8/14/09 0:00,No damage,2,FRONTIER AIRLINES,Colorado,Approach,Small,Some Cloud,Unknown bird - small,0,"8,000",0,No
Airplane,TETERBORO AIRPORT,< 1000 ft,LEARJET-35,1,1,8/14/09 0:00,No damage,2,KALITTA CHARTERS,New Jersey,Taxi,Large,No Cloud,Virginia opossum,0,0,0,No
Airplane,KANSAS CITY INTL,< 1000 ft,MD-88,1,1,8/14/09 0:00,No damage,2,DELTA AIR LINES,Missouri,Take-off run,Medium,No Cloud,Unknown bird - medium,0,0,0,No
Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,B-737-700,1,1,8/15/09 0:00,No damage,2,SOUTHWEST AIRLINES,Michigan,Approach,Medium,No Cloud,Unknown bird - medium,211,"1,000",0,Yes
Airplane,HOUSTON-HOBBY,< 1000 ft,B-737-700,1,1,8/15/09 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Landing Roll,Small,Some Cloud,Unknown bird - small,0,0,0,Yes
Airplane,BALTIMORE WASH INTL,< 1000 ft,B-737-700,1,1,8/15/09 0:00,No damage,2,SOUTHWEST AIRLINES,Maryland,Approach,Small,No Cloud,Unknown bird - small,0,800,0,Yes
Airplane,GEORGE BUSH INTERCONTINENTAL,< 1000 ft,B-737-500,1,1,8/15/09 0:00,No damage,2,CONTINENTAL AIRLINES,Texas,Landing Roll,Medium,No Cloud,Unknown bird - medium,0,0,0,Yes
Airplane,LAMBERT-ST LOUIS INTL,< 1000 ft,B-737-700,1,1,8/15/09 0:00,No damage,2,SOUTHWEST AIRLINES,Missouri,Climb,Small,No Cloud,American kestrel,0,600,0,Yes
Airplane,AUSTIN-BERGSTROM INTL,< 1000 ft,EMB-170,1,1,8/15/09 0:00,No damage,2,SHUTTLE AMERICA,Texas,Landing Roll,Small,Some Cloud,European starling,0,0,0,No
Airplane,JAMES M COX DAYTON INTL,< 1000 ft,HAWKER 800,1,1,8/16/09 0:00,No damage,2,BUSINESS,Ohio,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,LUBBOCK INTL,< 1000 ft,B-737-300,1,1,8/16/09 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Climb,Small,No Cloud,Unknown bird - small,0,50,0,Yes
Airplane,EPPLEY AIRFIELD,< 1000 ft,A-319,1,1,8/16/09 0:00,No damage,2,NORTHWEST AIRLINES,Nebraska,Climb,Small,Overcast,Unknown bird - small,0,50,0,No
Airplane,MIAMI INTL,< 1000 ft,B-737-800,1,1,8/16/09 0:00,No damage,2,AMERICAN AIRLINES,Florida,Approach,Small,Some Cloud,Unknown bird - small,0,3,0,Yes
Airplane,LOGAN INTL,< 1000 ft,B-757-200,1,1,8/16/09 0:00,No damage,2,AMERICAN AIRLINES,Massachusetts,Climb,Small,Some Cloud,Unknown bird - small,0,150,0,Yes
Airplane,GEORGE BUSH INTERCONTINENTAL,< 1000 ft,B-737-800,1,1,8/16/09 0:00,No damage,2,CONTINENTAL AIRLINES,Texas,Take-off run,Medium,No Cloud,Unknown bird - medium,0,0,0,Yes
Airplane,HURON REGIONAL ARPT,> 1000 ft,BE-1900,1,1,8/16/09 0:00,No damage,2,GREAT LAKES AIRLINES,South Dakota,Approach,Medium,No Cloud,Unknown bird - medium,0,"1,500",0,No
Airplane,FRIEDMAN MEMORIAL,< 1000 ft,EMB-120,1,1,8/16/09 0:00,No damage,2,SKYWEST AIRLINES,Idaho,Landing Roll,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,AUSTIN STRAUBEL INTL,< 1000 ft,CL-RJ900,1,1,8/16/09 0:00,No damage,2,MESABA AIRLINES,Wisconsin,Take-off run,Small,Overcast,Unknown bird - small,0,0,0,No
Airplane,SCOTT AFB/MIDAMERICA,< 1000 ft,EMB-145,1,1,8/16/09 0:00,No damage,2,CHAUTAUQUA AIRLINES,Illinois,Landing Roll,Small,Some Cloud,Killdeer,0,0,0,No
Airplane,BISMARCK MUNICIPAL ARPT,< 1000 ft,A-319,1,1,8/16/09 0:00,No damage,2,NORTHWEST AIRLINES,North Dakota,Approach,Small,No Cloud,Killdeer,0,50,0,No
Airplane,KAHULUI ARPT,< 1000 ft,C-208,1,1,8/16/09 0:00,No damage,1,MOKULELE AIRLINES,Hawaii,Take-off run,Small,No Cloud,Spotted dove,0,0,0,No
Airplane,ORLANDO INTL,< 1000 ft,B-717-200,1,1,8/16/09 0:00,No damage,2,AIRTRAN AIRWAYS,Florida,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,BATON ROUGE METRO,< 1000 ft,CL-RJ100/200,1,1,8/17/09 0:00,No damage,2,ATLANTIC SOUTHEAST,Louisiana,Take-off run,Small,Some Cloud,Killdeer,0,0,0,No
Airplane,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,CL-RJ900,1,1,8/17/09 0:00,No damage,2,MESABA AIRLINES,Minnesota,Approach,Small,Some Cloud,Rock pigeon,0,50,0,No
Airplane,SAVANNAH INTL,< 1000 ft,MD-88,1,1,8/17/09 0:00,No damage,2,DELTA AIR LINES,Georgia,Landing Roll,Small,Some Cloud,Unknown bird - small,0,0,0,No
Airplane,WILEY POST-WILL ROGERS MEM,< 1000 ft,B-737-200,1,1,8/17/09 0:00,No damage,2,NORTHERN AIR CARGO,Alaska,Landing Roll,Medium,Overcast,Northern pintail,0,0,0,Yes
Airplane,CHICAGO MIDWAY INTL ARPT,< 1000 ft,B-737-700,1,1,8/17/09 0:00,No damage,2,SOUTHWEST AIRLINES,Illinois,Approach,Small,Some Cloud,Unknown bird - small,0,200,0,Yes
Airplane,SALT LAKE CITY INTL,< 1000 ft,CL-RJ900,1,1,8/17/09 0:00,No damage,2,MESABA AIRLINES,Utah,Take-off run,Small,No Cloud,American kestrel,0,0,0,No
Airplane,MINETA SAN JOSE INTL,< 1000 ft,EMB-190,1,1,8/17/09 0:00,No damage,2,JETBLUE AIRWAYS,California,Approach,Small,No Cloud,Unknown bird - small,0,50,0,No
Airplane,PHILADELPHIA INTL,< 1000 ft,B-737-700,1,1,8/17/09 0:00,No damage,2,SOUTHWEST AIRLINES,Pennsylvania,Climb,Small,Some Cloud,Unknown bird - small,0,400,0,Yes
Airplane,PHOENIX SKY HARBOR,> 1000 ft,B-737-300,1,1,8/17/09 0:00,No damage,2,SOUTHWEST AIRLINES,Arizona,Approach,Medium,No Cloud,Unknown bird - medium,0,"1,200",0,Yes
Airplane,LAMBERT-ST LOUIS INTL,< 1000 ft,EMB-145,1,1,8/17/09 0:00,No damage,2,CHAUTAUQUA AIRLINES,Missouri,Landing Roll,Small,Some Cloud,Cliff swallow,0,0,0,No
Airplane,MARTHAS VINEYARD,< 1000 ft,GULFAERO IV,1,1,8/17/09 0:00,No damage,2,BUSINESS,Massachusetts,Approach,Large,No Cloud,Osprey,0,50,0,No
Airplane,GERALD R FORD INTL,< 1000 ft,EMB-145,1,1,8/17/09 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Michigan,Take-off run,Small,Overcast,Barn swallow,0,0,0,No
Airplane,BLUE GRASS ARPT,< 1000 ft,CL-RJ700,1,1,8/17/09 0:00,No damage,2,COMAIR AIRLINES,Kentucky,Take-off run,Small,Some Cloud,Barn swallow,0,0,0,No
Airplane,PHILADELPHIA INTL,< 1000 ft,DHC8 DASH 8,1,1,8/17/09 0:00,No damage,2,PIEDMONT AIRLINES,Pennsylvania,Landing Roll,Small,No Cloud,American kestrel,0,0,0,No
Airplane,SALT LAKE CITY INTL,< 1000 ft,CL-RJ100/200,1,1,8/17/09 0:00,No damage,2,SKYWEST AIRLINES,Utah,Approach,Small,No Cloud,Burrowing owl,0,150,0,No
Airplane,ORLANDO INTL,< 1000 ft,A-320,1,1,8/17/09 0:00,No damage,2,JETBLUE AIRWAYS,Florida,Climb,Small,Some Cloud,Barn swallow,0,10,0,No
Airplane,BUFFALO-NIAGARA INTL,< 1000 ft,A-320,1,1,8/17/09 0:00,No damage,2,UNITED AIRLINES,New York,Landing Roll,Small,Some Cloud,European starling,0,0,0,No
Airplane,HENDERSON CITY-COUNTY ARPT,< 1000 ft,BE-200 KING,1,1,8/17/09 0:00,Caused damage,2,BUSINESS,Kentucky,Approach,Small,Some Cloud,Unknown bird - small,527,50,0,No
Airplane,GENERAL MITCHELL INTL,< 1000 ft,B-737-700,1,1,8/17/09 0:00,No damage,2,AIRTRAN AIRWAYS,Wisconsin,Climb,Small,Some Cloud,Unknown bird - small,0,"1,000",0,Yes
Airplane,BALTIMORE WASH INTL,< 1000 ft,DHC8 DASH 8,1,1,8/18/09 0:00,No damage,2,AIR CANADA JAZZ,Maryland,Climb,Small,No Cloud,Unknown bird - small,0,500,0,No
Airplane,SACRAMENTO INTL,< 1000 ft,A-320,1,1,8/18/09 0:00,No damage,2,US AIRWAYS,California,Approach,Small,No Cloud,Unknown bird - small,0,2,0,No
Airplane,GEORGE BUSH INTERCONTINENTAL,< 1000 ft,EMB-145,1,1,8/18/09 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Texas,Landing Roll,Small,Some Cloud,Unknown bird - small,0,0,0,No
Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,< 1000 ft,B-737-700,1,1,8/18/09 0:00,No damage,2,SOUTHWEST AIRLINES,Florida,Landing Roll,Small,Some Cloud,Unknown bird - small,632,0,0,Yes
Airplane,TED STEVENS ANCHORAGE INTL,< 1000 ft,B-737-400,1,1,8/18/09 0:00,No damage,2,ALASKA AIRLINES,Alaska,Landing Roll,Small,Some Cloud,Unknown bird - small,0,0,0,Yes
Airplane,LAMBERT-ST LOUIS INTL,> 1000 ft,B-737-300,1,1,8/18/09 0:00,No damage,2,SOUTHWEST AIRLINES,Missouri,Climb,Medium,No Cloud,Unknown bird - medium,0,"4,000",0,Yes
Airplane,SPRINGFIELD-BRANSON NATIONAL,< 1000 ft,A-300,1,1,8/18/09 0:00,No damage,2,UPS AIRLINES,Missouri,Take-off run,Large,Some Cloud,Virginia opossum,0,0,0,No
Airplane,LEE'S SUMMIT MUNICIPAL ARPT,< 1000 ft,PA-28,1,1,8/18/09 0:00,No damage,1,BUSINESS,Missouri,Take-off run,Small,Overcast,Mourning dove,0,0,0,No
Airplane,SHREVEPORT REGIONAL,< 1000 ft,A-300,1,1,8/18/09 0:00,No damage,2,UPS AIRLINES,Louisiana,Landing Roll,Small,No Cloud,Mourning dove,0,0,0,No
Airplane,CENTRAL NEBRASKA REGIONAL,< 1000 ft,BE-1900,1,1,8/18/09 0:00,No damage,2,GREAT LAKES AIRLINES,Nebraska,Taxi,Medium,No Cloud,Unknown bird - medium,0,0,0,No
Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,B-737-300,1,1,8/18/09 0:00,No damage,2,SOUTHWEST AIRLINES,Michigan,Landing Roll,Medium,No Cloud,Red-tailed hawk,0,0,0,Yes
Airplane,GEORGE BUSH INTERCONTINENTAL,< 1000 ft,EMB-145,1,1,8/18/09 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Texas,Landing Roll,Small,Some Cloud,Scissor-tailed flycatcher,0,0,0,No
Airplane,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,A-319,1,1,8/18/09 0:00,No damage,2,NORTHWEST AIRLINES,Minnesota,Approach,Small,No Cloud,Cliff swallow,0,50,0,No
Airplane,LONG ISLAND MAC ARTHUR,< 1000 ft,B-737-700,1,1,8/18/09 0:00,No damage,2,SOUTHWEST AIRLINES,New York,Landing Roll,Small,No Cloud,Mourning dove,0,0,0,Yes
Airplane,MIAMI INTL,< 1000 ft,B-737-700,1,1,8/18/09 0:00,No damage,2,CONTINENTAL AIRLINES,Florida,Landing Roll,Small,Some Cloud,Barn swallow,0,0,0,Yes
Airplane,CHICAGO O'HARE INTL ARPT,> 1000 ft,MD-83,1,1,8/18/09 0:00,No damage,2,AMERICAN AIRLINES,Illinois,Approach,Medium,Overcast,Unknown bird - medium,0,"5,000",0,No
Airplane,LOUISVILLE INTL ARPT,< 1000 ft,CL-RJ100/200,1,1,8/19/09 0:00,No damage,2,ATLANTIC SOUTHEAST,Kentucky,Take-off run,Small,Overcast,American robin,0,0,0,No
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,CL-RJ100/200,1,1,8/19/09 0:00,No damage,2,AIR WISCONSIN AIRLINES,North Carolina,Approach,Medium,Some Cloud,Unknown bird - medium,0,300,0,No
Airplane,ADDISON,< 1000 ft,CITATIONJET,1,1,8/19/09 0:00,No damage,2,BUSINESS,Texas,Take-off run,Small,Some Cloud,Unknown bird - small,0,0,0,No
Airplane,HONOLULU INTL ARPT,< 1000 ft,B-717-200,1,1,8/19/09 0:00,No damage,2,HAWAIIAN AIR,Hawaii,Approach,Small,No Cloud,Unknown bird - small,0,100,0,No
Airplane,LOUISVILLE INTL ARPT,< 1000 ft,B-737-700,1,1,8/19/09 0:00,No damage,2,SOUTHWEST AIRLINES,Kentucky,Approach,Small,No Cloud,Unknown bird - small,0,50,0,Yes
Airplane,BALTIMORE WASH INTL,< 1000 ft,B-737-700,1,1,8/19/09 0:00,No damage,2,SOUTHWEST AIRLINES,Maryland,Take-off run,Small,Some Cloud,Unknown bird - small,0,0,0,Yes
Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,DC-9-50,1,1,8/19/09 0:00,No damage,2,NORTHWEST AIRLINES,Michigan,Landing Roll,Medium,No Cloud,Unknown bird - medium,0,0,0,No
Airplane,GREATER PITTSBURGH,< 1000 ft,CL-RJ900,1,1,8/19/09 0:00,No damage,2,PINNACLE,Pennsylvania,Landing Roll,Small,Some Cloud,Unknown bird - small,0,0,0,No
Airplane,JACKSONVILLE INTL,< 1000 ft,B-737-300,1,1,8/19/09 0:00,No damage,2,SOUTHWEST AIRLINES,Florida,Approach,Small,No Cloud,Unknown bird - small,0,200,0,Yes
Airplane,LOGAN INTL,< 1000 ft,A-320,1,1,8/19/09 0:00,No damage,2,UNITED AIRLINES,Massachusetts,Approach,Small,No Cloud,Unknown bird - small,0,500,0,No
Airplane,LAFAYETTE REGIONAL (LA),> 1000 ft,BE-200 KING,1,1,8/19/09 0:00,No damage,2,BUSINESS,Louisiana,Descent,Medium,No Cloud,Unknown bird - medium,0,"9,000",0,No
Airplane,KANSAS CITY INTL,> 1000 ft,B-737-200,1,1,8/19/09 0:00,No damage,2,SOUTHWEST AIRLINES,Missouri,Descent,Medium,Some Cloud,Unknown bird - medium,0,"5,000",0,Yes
Airplane,DUBUQUE REGIONAL ARPT,< 1000 ft,BE-200 KING,1,1,8/19/09 0:00,No damage,2,BUSINESS,Iowa,Take-off run,Small,Overcast,Eastern kingbird,0,0,0,No
Airplane,BLUE GRASS ARPT,< 1000 ft,CL-RJ100/200,1,1,8/19/09 0:00,No damage,2,ATLANTIC SOUTHEAST,Kentucky,Take-off run,Small,Some Cloud,European starling,0,0,0,No
Airplane,KAHULUI ARPT,< 1000 ft,B-767-300,1,1,8/19/09 0:00,No damage,2,AMERICAN AIRLINES,Hawaii,Climb,Small,No Cloud,Mourning dove,0,50,0,Yes
Airplane,ALBANY INTL,< 1000 ft,B-737-700,1,1,8/19/09 0:00,No damage,2,SOUTHWEST AIRLINES,New York,Landing Roll,Small,No Cloud,European starling,0,0,0,Yes
Airplane,LOUISVILLE INTL ARPT,< 1000 ft,A-300,1,1,8/19/09 0:00,No damage,2,UPS AIRLINES,Kentucky,Landing Roll,Small,Overcast,Mourning dove,0,0,0,No
Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,A-319,1,1,8/19/09 0:00,No damage,2,FRONTIER AIRLINES,Texas,Landing Roll,Small,Some Cloud,Western kingbird,0,0,0,No
Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,MD-82,1,1,8/19/09 0:00,No damage,2,AMERICAN AIRLINES,New Jersey,Taxi,Small,No Cloud,House sparrow,0,0,0,No
Airplane,MONTGOMERY FIELD ARPT,< 1000 ft,PA-31 NAVAJO,1,1,8/19/09 0:00,No damage,2,AMERIFLIGHT,California,Approach,Small,No Cloud,Pigeons,0,2,0,No
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,EMB-170,1,1,8/19/09 0:00,No damage,2,REPUBLIC AIRLINES,North Carolina,Climb,Small,Some Cloud,Unknown bird - small,0,30,0,No
Airplane,WARSAW MUNICIPAL (IN),< 1000 ft,PA-32,1,1,8/20/09 0:00,No damage,1,BUSINESS,Indiana,Take-off run,Large,Some Cloud,Coyote,0,0,0,No
Airplane,TAMPA INTL,< 1000 ft,B-737-400,1,1,8/20/09 0:00,No damage,2,US AIRWAYS,Florida,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,Yes
Airplane,ATLANTA INTL,< 1000 ft,B-757-200,1,1,8/20/09 0:00,No damage,2,DELTA AIR LINES,Georgia,Climb,Small,Some Cloud,Unknown bird - small,0,100,0,Yes
Airplane,NASHVILLE INTL,< 1000 ft,B-737-300,1,1,8/20/09 0:00,No damage,2,SOUTHWEST AIRLINES,Tennessee,Approach,Small,No Cloud,Unknown bird - small,0,100,0,Yes
